"id","name","isDisable","isSubRecipe","category.label","cost.prodQty","cost.prodCost","cost.baseCost","cost.prodUOM.label","cost.sellPrice","cost.suggestPrice","cost.sellMargin","cost.stdMargin","extra.notes","extra.utensil"
"JoBU5xpHs15GSAHLouRW","Dal-Whole Masur Dal",false,false,"Dal",10,320.5906,32.0591,"KG",150,128.2364,4.6789,4,,"Hotbox: ID"
"2V98lqSVTieWs8ATpmo5","Df-Vegetable Bonda",false,false,"Deep Fry",90,398.5444,4.4283,"NOS",25,22.1415,5.6455,5,,"Non Insulated: Tray"
"jkAHYFXoNTDiNGMkRSIM","Don't Use -Order Chapathy",false,false,"Piece Main Dish",90,176.045,1.9561,"NOS",20,8.8805,10.2244,5,,"Hotbox: HB"
"bWe3RZ2qCbbq7C9FHLQD","Dosa - Chinna Cholam Dosai",false,false,"Dosa",100,298.8671,2.9887,"NOS",20,14.9435,6.6919,5,,""
"YNaW2ZMcoZ3hF7V04rcu","Dosa - Cucumber Dosa",false,false,"Dosa",12,48.872,4.0727,"NOS",25,20.3635,6.1384,5,,""
"NGonJ7M1qH7Z62lPhS5R","Dosa - Kattuyanam",false,false,"Dosa",100,356.446,3.5645,"NOS",15,17.8225,4.2082,5,,""
"ikL2U79aSnLia1M07s8T","Dosa - Keppai Dosa",false,false,"Dosa",100,236.6703,2.3667,"NOS",0,11.8335,0,5,,""
"3fKlhSAG4hl9i18iKTqX","Dosa - Mudakathan",false,false,"Dosa",100,306.1927,3.0619,"NOS",0,15.3145,0,5,,""
"TTz2gUcnvLQxOwYc5iSK","Dosa - Mushroom Masal Dosa",false,false,"Dosa",100,536.1816,5.3618,"NOS",43,26.809,8.0197,5,,""
"zTv4TvrtyWZOlRw48Cb9","Dosa - Rava Dosa",false,false,"Dosa",16,107.8545,6.7409,"NOS",50,34.05,7.3421,5,,""
"NYTg06PcS4t1AiawZfy9","Dosa - Sweet Corn Masal Dosai",false,false,"Dosa",100,335.3891,3.3539,"NOS",35,16.7695,10.4356,5,,""
"3oqsXa4ImZuSy0Ucd7WN","Dosa - Varagu Sweet Corn Masal Dosa",false,false,"Dosa",85,366.0363,4.3063,"NOS",20,21.5315,4.6444,5,,""
"mImWjxUEn8Ayfgv6Ci3N","Dosa - Vegetable Masala Dosa",false,false,"Dosa",120,428.2631,3.5689,"NOS",20,17.8445,5.604,5,,"Non Insulated: Tray"
"U432Iio3aKaTEtd3v5Kt","Dosa- Moong Dal Dosa",false,false,"Piece Main Dish",100,248.642,2.4864,"NOS",15,9.9456,6.0328,4,,""
"G90YXOGrA97A9a6sNnCZ","Dosa- Multigrain Dosa",false,false,"Dosa",100,157.37,1.5737,"NOS",15,6.2948,9.5317,4,,"Non Insulated: Tray"
"Aw79GyVafx85ifTdcbkI","Dosa- Traditional Rice Dosa",false,false,"Dosa",100,327.855,3.2786,"NOS",15,16.393,4.5751,5,,""
"cmAoZnkcAMqazayTPiN3","Dosa- Vendhaya Dosa",false,false,"Dosa",100,204.8276,2.0483,"NOS",0,10.2415,0,5,,""
"KesP1eVKZCFBhOLuG7xk","Dosa-Chola Dosa",false,false,"Dosa",100,177.995,1.78,"NOS",15,8.9,8.427,5,,""
"9ZKOjz5xljJcVvmWhUHW","Dosa-Javvarisi Dosa",false,false,"Dosa",100,153.704,1.537,"NOS",15,7.685,9.7593,5,,""
"y7bcA69Ln4aespSLrsa5","Dosa-Kal Dosa",false,false,"Dosa",100,250.1758,2.5018,"NOS",20,12.509,7.9942,5,,"Hotbox: HB"
"Pruo0kWFSzWB7vWdiU2l","Dosa-Kambu Dosa",false,false,"Dosa",100,196.621,1.9662,"NOS",15,9.831,7.6289,5,,""
"TdXpwjHZIAvHsvUheBqE","Dosa-Kambu Masal Dosa",false,false,"Dosa",100,370.7171,3.7072,"NOS",15,18.536,4.0462,5,,""
"dMS78aOyK3jFH3HvVFW4","Dosa-Mini Uthappam",false,false,"Dosa",100,132.2217,1.3222,"NOS",1,6.611,0.7563,5,,""
"hbhJtWc4KLpKVshkIG88","Dosa-Mysore Masal Dosa Chutney",false,true,"Dosa",1.07,46.166,43.1458,"KG",0,203.2372,0,4,,""
"WxaipRdFQdFzBiymMYVL","Dosa-Mysore Masal Dosa Masala",false,true,"Dosa",2.35,189.983,80.8438,"KG",0,323.3752,0,4,,""
"47ZobKlh7AUfOpbioD7G","Dosa-Mysore Masala Dosa",false,false,"Dosa",100,381.709,3.8171,"NOS",25,19.0855,6.5495,5,,""
"StvNSlo49FedzPxF4VyT","Dosa-Pesarattu Dosa",false,false,"Dosa",100,226.837,2.2684,"NOS",15,7.7256,6.6126,4,,""
"Mly5VfULAssunlNdVT0T","Dosa-Samai Dosa",false,false,"Dosa",100,305.3675,3.0537,"NOS",15,15.2685,4.9121,5,,""
"L7vZf2rDg6dtIKWdD85e","Dosa-Sponge Dosa",false,false,"Dosa",100,377.3102,3.7731,"NOS",0,18.8655,0,5,,""
"Nf7lHM78Y93rdVupeW4f","Dosa-Wheat Dosa",false,false,"Dosa",100,229.2397,2.2924,"NOS",15,6.288,9.542,4,,""
"xUBhEsXnFVmyCjSPG27P","Dosai Maavu",false,false,"Maavu",1,0,0,"KG",50,0,0,5,,""
"hyudxVLtYEHAUvrTJqjM","Dry Manchurian - Sauce",false,true,"Starter",100,170.1014,1.701,"NOS",0,6.804,345.0656,4,,"Hotbox: HB"
"XpIgZH0dEcWdkVr65PT0","Dry Manchurian - Veg",false,false,"Starter",100,544.633,5.4463,"NOS",15,20.5756,2.9161,4,,""
"Jr3NjWAxCAE9evfYpdjJ","Dry Subji - Aloo, Bindi Sukka",false,false,"Subji",2.6,219.338,84.3608,"KG",300,397.1885,3.5562,5,,""
"rSnTCkReJ57U5ooVZHBr","Elaneer Halwa",false,false,"Sweet Bulk",1,0,0,"KG",1000,0,0,5,,""
"HvLyNDSEwlttuFO5vBCH","Filter Coffee Decoction",false,true,"Hot Beverage",4.75,507.26,106.7916,"LT",0,533.958,0,5,,""
"KkSWsskJlCCdbVYAbZPt","Flask",false,false,"HOS",1,0,0,"NOS",0,0,0,5,,""
"F4eML1HcJqXVZS6GxQWU","Fruit - HF",false,false,"Service Items",100,0,0,"NOS",10,0,0,5,,""
"yB9kuXPyeXd12KMdilfg","Fruit- Yelakki Banana",false,false,"Service Items",100,500,5,"NOS",6,25,1.2,5,,""
"SVLCb0mC1caYdvnaavKX","Fruit-Banana",false,false,"Service Items",100,0,0,"NOS",10,0,0,5,,""
"PaJqINmabDTsb4dhmOYV","G Dal-Channa Dal",false,false,"Dal",10,356.67,35.667,"KG",150,142.668,4.2056,4,,""
"xCgumjXZYZ05LkK35RSq","G Dal-Konkani Dal",false,false,"Dal",10,461.54,46.154,"KG",150,184.616,3.25,4,,""
"vf1O3OWqhiOLQjiK7cqu","GRB-Veg Briyani Basmathi",false,false,"Variety Rice",11.5,697.6745,60.6674,"KG",400,303.337,6.5933,5,,"Hotbox: HB"
"4KpLKcjA8NNiQ0zwAbH6","Garbage Cover",false,false,"Service Items",1,0,0,"NOS",20,0,0,5,,""
"mxbJ8J5b5pwKVvEVMG2a","Garlic Podi Idiyappam",false,false,"Bulk Main Dish",18.2,1305.5478,71.7334,"KG",350,358.667,4.8792,5,,""
"0GGaBo29DiN8f7Cm93BU","Gravy Manchurian - Sauce",false,true,"Starter",100,122.698,1.227,"NOS",501,6.135,408.313,5,,"Hotbox: HB"
"Ttcoi3gcCZG6sgJpKnhY","Gravy Manchurian - Veg",false,false,"Starter",100,292.56,2.9256,"NOS",15,14.628,5.1272,5,,"Hotbox: HB"
"Cmxt37fSOF3Tcq0Yyt8Q","Gutti Vankaya Curry",false,false,"Mandi",3,145.0898,48.3633,"KG",1,241.8165,0.0207,5,,""
"qb7JGli5cAfmwFyGMOTq","Gutti Vankaya Curry Grinding",false,true,"Mandi",3,66.004,22.0013,"KG",0,110.0065,0,5,,""
"49VoT093ZvIWZcsXNXBn","Gutti Vankaya Curry Tempering",false,true,"Mandi",3,28.96,9.6533,"KG",0,48.2665,0,5,,""
"hUZxzi5c18CVuAMOEPJR","HB - Badham Milk",false,false,"Hot Beverage",10,717.5,71.75,"KG",500,358.75,6.9686,5,,"Hotbox: TC"
"tGHXMdZFBxxFOQEa5Ftv","HB - Karkandu",false,false,"Hot Beverage",10,448.908,44.8908,"KG",300,179.5632,6.6829,4,,""
"J8SV5rcvRsRH13O0pwCy","HB - Masala Paal",false,false,"Hot Beverage",10,664.416,66.4416,"KG",450,332.208,6.7729,5,,"Hotbox: TC"
"TYwan7YoIqoGCiGJFuin","HB - Masala Paal Podi",false,true,"Hot Beverage",0.162,117.196,723.4321,"KG",0.01,2893.7284,0,4,,""
"ZGcUVzhPt5HeYwiRy23L","HB - Milk",false,false,"Hot Beverage",10,382.815,38.2815,"KG",250,153.126,6.5306,4,,"Hotbox: TC"
"7p4UvlWTOKRFmTJSDtav","HB - Panakarkandu Milk",false,false,"Hot Beverage",10,828,82.8,"KG",300,414,3.6232,5,,"Hotbox: TC"
"9LwLiGLL2c2i78Ku83Ml","HB-Decoction",false,true,"Hot Beverage",3.12,164,52.5641,"KG",0,262.8205,0,5,,""
"coEaUujifIQMKdK8I7sZ","HB-Sukku Paal",false,false,"Hot Beverage",1,104.23,104.23,"KG",300,461.15,2.8783,5,,""
"Bi2Lg88XvfIoClAEEU5s","HOS - Barley Water",false,false,"HOS",1,7.1,7.1,"KG",50,65.5,7.0423,5,,""
"k0oiD0re5zIwDAXe3fpW","HOS - Boiled Vegetables",false,false,"HOS",1,65.5,65.5,"KG",180,327.5,2.7481,5,,""
"MCJkPC42cL4tsV6XICqs","HOS - Dhal Water",false,false,"HOS",1,25.65,25.65,"LT",0,128.25,0,5,,""
"Jifzursa2d319CfowlEH","HOS - Oats",false,false,"HOS",1,26.1,26.1,"LT",0,130.5,0,5,,""
"z90ZDKoC8CqAoYcqU6Aj","HOS - Paneer Bhurji",false,false,"Subji",2.5,483.58,193.432,"KG",750,967.16,3.8773,5,,""
"MY2XQaTWFfOlFNZJ0vw7","HOS - Thin Curd Rice",false,false,"Bulk Main Dish",212,3113.0714,14.6843,"KG",150,70.9025,10.215,5,,"Hotbox: HB"
"Y2HmN7mYx4at5pIdsR73","HOS - Thin Dhal Rice",false,false,"HOS",1,17.485,17.485,"KG",0,87.425,0,5,,""
"N94Cel4xmujpWEeu8GLL","HOS - Thin Rasam Rice",false,false,"Variety Rice",200,3289.5997,16.448,"KG",100,65.792,6.0798,4,,"Hotbox: HB"
"5fXhfjE0qRU51SnF3vFt","HOS -TUBE KANJI",false,false,"HOS",10,4,0.4,"NOS",10,2,25,5,,""
"n6luDxfcHI79P3FmNSWp","HOS Soup - Clear Veg. Soup",false,false,"HOS",1,19,19,"LT",0,86.5,0,5,,""
"zq2Vv0d3gPxnJM5gmIdk","HOSPITAL PARCEL",false,false,"HOS",1,0,0,"NOS",0,0,0,5,,""
"KKytdyvktpRUdW2BS6Xi","HOT WATER",false,false,"Hot Beverage",1,0,0,"LT",0,0,0,5,,""
"wZG25Uu9XEwey0WkwDKP","Halwa - Badham Halwa",false,false,"Sweet Bulk",10,5028,502.8,"KG",2500,2514,4.9722,5,,"Hotbox: TC"
"FZMtwU6TABuQOKdxSPcp","Halwa - Beetroot",false,false,"Sweet Bulk",10,1488.38,148.838,"KG",900,598.552,6.0145,4,,"Non Insulated: Thooku"
"qvwBmupF1NuClp57QL3C","Halwa - Beetroot Dhumroot",false,false,"Sweet Bulk",10,1101.362,110.1362,"KG",700,441.8248,6.3374,4,,"Non Insulated: Thooku"
"aeWlVvtRakQnMy7QSMpl","Halwa - Bread",false,false,"Kara Poriyal Fry",10,1413.23,141.323,"KG",500,566.684,3.538,4,,"Non Insulated: Thooku"
"XxEcbIfkmqjy8PnCBp4a","Halwa - Carrot",false,false,"Sweet Bulk",12,2567.8,213.9833,"KG",800,1069.9165,3.7386,5,,"Hotbox: HB"
"amSmeLhf0JFlq3tM9IVC","Halwa - Carrot (prepared)",false,false,"Sweet Bulk",1,0,0,"KG",1050,0,0,5,,""
"q8INzbwA6FhCCRCcC0PH","Halwa - Parangikaai Plain Halwa",false,false,"Sweet Bulk",10,1601.14,160.114,"KG",500,800.57,3.1228,5,,"Non Insulated: Thooku"
"9HlCAJf6wNnd61W5Pjan","Halwa - Poosani",false,false,"Sweet Bulk",5.5,1548.275,281.5045,"KG",1000,1407.5225,3.5523,5,,"Non Insulated: Thooku"
"lDfgSpzLY08bVyZ6nomk","Halwa - Red Pumpkin Dhumroot Halwa",false,false,"Sweet Bulk",10,1383.015,138.3015,"KG",700,554.326,5.0614,4,,"Non Insulated: Thooku"
"oI6v64yrmLQD8mEatuLe","Halwa - Wheat",false,false,"Sweet Bulk",10,1622.609,162.2609,"KG",700,652.4196,4.2917,4,,"Non Insulated: Tray"
"bKzdDVnLFnDDvj5wC5rg","Halwa- Carrot Dhumroot Halwa",false,false,"Sweet Bulk",10,1462.182,146.2182,"KG",605,731.091,4.1377,5,,"Hotbox: TC"
"uAkTw3dhX9UpZTUR5Jwk","Halwa- Karuppatti Halwa",false,false,"Sweet Piece",2,510.2643,255.1322,"KG",0,1275.661,0,5,,""
"CxgQuCeYzd8ry4sPa1O5","Halwa- Poosani(Kasi) Halwa",false,false,"Sweet Bulk",10,2155.584,215.5584,"KG",900,1081.792,4.1752,5,,""
"BDef4gFQDE08V2P92IYd","Halwa-Kasi Halwa (Dhumroot)",false,false,"Sweet Bulk",10,1742.467,174.2467,"KG",900,873.9335,5.1651,5,,""
"2Jx4ImsZBm0fTeaNGjM0","Hatsun Curd",false,false,"HOS",1,7,7,"NOS",7,35,1,5,,""
"QVWY37dNUKzjgjAjVwxq","Hospital Rasam Rice",false,false,"HOS",3,0.672,0.224,"NOS",0.01,1.11,0.0446,5,,""
"nS2kR85jTV51K2Krrr1j","Hotel Sambar",false,false,"Sambar",10,365.1287,36.5129,"KG",0.01,182.5645,0.0003,5,,""
"nCOwmACmRE28RpBVE4SM","Hotel Sambar Podi",false,true,"Sambar",16,38.181,2.3863,"KG",0.001,11.9315,0.0004,5,,""
"jjSvM6cRgVSwHrK6ByYK","IIaneer Payasam",false,false,"Sweet Payasam",1.5,197.1534,131.4356,"LT",650,657.178,4.9454,5,,""
"QQjkVrVELQocqc2Dc0u0","IK - Ilan Kuzhambu",false,true,"Ilan Kuzhambu",10,237.376,23.7376,"KG",100,94.9504,4.2127,4,,"Hotbox: ID"
"QIImuw9GpEUtvN753OZ6","IK - Ilan Kuzhambu Avaraikaai",false,false,"Ilan Kuzhambu",10,297.376,29.7376,"KG",100,118.9504,3.3627,4,,"Hotbox: ID"
"uOjoTtOXHIDQQPoi3qwp","IK - Ilan Kuzhambu Beans",false,false,"Ilan Kuzhambu",10,327.376,32.7376,"KG",100,130.9504,3.0546,4,,"Hotbox: ID"
"G1cJMvwwu1FKRgOE2Xpt","IK - Ilan Kuzhambu Malli",false,false,"Ilan Kuzhambu",10,273.376,27.3376,"KG",100,109.3504,3.658,4,,"Hotbox: ID"
"1PpXlyX2zgwBIdrLAUCn","IK - Ilan Kuzhambu Vendikkaai",false,false,"Ilan Kuzhambu",10,277.376,27.7376,"KG",100,138.688,3.6052,5,,"Hotbox: ID"
"PspavHmMBhMTXNaIz2g9","Idly- Kattu Yanam",false,false,"Piece Main Dish",100,170.4689,1.7047,"NOS",16,8.5235,9.3858,5,,""
"3rTyL7MaD5UITlULozjb","Iyer Rasam Thalippu",false,true,"Rasam",10,71.194,7.1194,"KG",0,35.597,0,5,,""
"GeQ64IxePdGl10gLjkxO","Juice - Nannar Sarbath",false,false,"Juice",2.8,97.5,34.8214,"LT",100,174.107,2.8718,5,,""
"NSiDhiRR4F9iFQ70BANL","Juice - Panakkam",false,false,"Juice",1,23.941,23.941,"LT",100,119.705,4.1769,5,,""
"r7VqKV7EujJiD3nTK5F6","Juice - Welcome Drink",false,false,"Juice",100,1614.2,16.142,"LT",100,64.568,6.195,4,,"Hotbox: HB"
"iS8jmLlCxpsg9q4GhOKx","Juice- tang Mango",false,false,"Juice",22,722.8,32.8545,"LT",100,164.2725,3.0437,5,,""
"BjJjKDWzPAxEh8PuYJ5n","KESARI",false,false,"Sweet Bulk",1,10.5,10.5,"KG",100,52.5,9.5238,5,,""
"KPvk6guCxIdRZQEnm4AB","KK - Araithu Vitta Kathirikaai Kuzhambu",false,false,"Kara Kozhambu",1.5,57.8806,38.5871,"KG",0,192.9355,0,5,,""
"7jiiHYsKatuTThIK1kcE","KK - Araithu Vitta Kathirikaai Kuzhambu Aravai",false,true,"Kara Kozhambu",1.5,33.262,22.1747,"KG",0,110.8735,0,5,,""
"fNuVV9I00d3iaPHMwcGs","KK - Bittergourd, Dates, Greenchilly Kuzhambu",false,false,"Kara Kozhambu",1.25,76.3852,61.1082,"KG",400,305.541,6.5458,5,,""
"qwjllirz3Oau1c86FrRK","KK - Brinjal Ketti Kuzhambu Aravai",false,true,"Kara Kozhambu",10,171.759,17.1759,"KG",0.01,85.8795,0.0006,5,,""
"oxu8iTLvmiMvsHzJIVhN","KK - Brinjal, Drumstick Puli Kuzhambu Aravai",false,true,"Kara Kozhambu",10,38.35,3.835,"KG",0.01,11.5,0.0026,4,,""
"jIoBiLb4cFkl0e1zYXEx","KK - Brinjal, Vazhaikaai Puli Kuzhambu Aravai",false,true,"Kara Kozhambu",10,103.38,10.338,"KG",0.01,41.352,0.001,4,,""
"jIlZvo9BS2oop3QrHyHq","KK - Chow Chow Payaru Kuzhambu",false,false,"Kara Kozhambu",5,275.0414,55.0083,"KG",500,278.3745,9.0895,5,,""
"4r98GvVyPH3x1IgOroya","KK - Coconut Milk Vathal Kuzhambu",false,false,"Kara Kozhambu",20,878.0018,43.9001,"KG",350,219.5,7.9726,5,,""
"SEB09zKkkbZZoHJIOSaq","KK - Date, Greenchilly Kuzhambu",false,false,"Kara Kozhambu",1,71.3852,71.3852,"KG",400,356.926,5.6034,5,,""
"WhSjSp1BAgNIFegaT4Co","KK - Date, Greenchilly Kuzhambu Aravai",false,true,"Kara Kozhambu",1,51.4306,51.4306,"KG",0,257.153,0,5,,""
"LAXDeWjlPAFnrtZ0ufrk","KK - Iru Puli Kuzhambu Aravai",false,true,"Kara Kozhambu",1.2,13.706,11.4217,"KG",0,57.1085,0,5,,""
"doWGdDHFqxtudDOhm0Hb","KK - Irupuli Kuzhambu",false,false,"Kara Kozhambu",1,49.3909,49.3909,"KG",300,246.9545,6.074,5,,""
"Gb1lmVLR2gIef9ryyM9P","KK - Iyer Kuzambu Sunda Vathal",false,false,"Kara Kozhambu",10,471.2688,47.1269,"KG",250,252.301,5.3048,5,,"Hotbox: ID"
"eO7jUxRtevPS6nA2bhQv","KK - Iyer Kuzhambu Aravai",false,true,"Kara Kozhambu",10,285.348,28.5348,"KG",0.01,114.1392,0.0004,4,,""
"iDUQafy9wRU3W28SvjpN","KK - Iyer Kuzhambu Manathakkali",false,false,"Kara Kozhambu",10,487.8661,48.7866,"KG",350,208.3464,7.1741,4,,"Hotbox: ID"
"fIl6Kx7mZhZ1Z5zsi7Lv","KK - KOLLU KUZHAMBU ARAVAI",false,true,"Kara Kozhambu",26,323.3,12.4346,"KG",0,62.173,0,5,,""
"ozBDrvbU4WsUX3GRO5n5","KK - Karunai Kuzhambu",false,false,"Kara Kozhambu",9.5,518.546,54.5838,"KG",350,272.919,6.4122,5,,"Hotbox: ID"
"ovxphTQbsAMvfoXTCSLj","KK - Karuppu Konda Kadalai Kuzhambu",false,false,"Kara Kozhambu",10,520.4551,52.0455,"KG",350,260.2275,6.7249,5,,"Hotbox: ID"
"W6QwUEpNMp6UyxKxDh4w","KK - Karuppu Konda Kadalai Kuzhambu Aravai",false,true,"Kara Kozhambu",10,242.205,24.2205,"KG",0.01,121.1025,0.0004,5,,""
"XhGLOxBovFRuzQnDAufO","KK - Kollu Kuzhambu",false,false,"Kara Kozhambu",26,373.4786,14.3646,"KG",0,57.2845,0,5,,""
"mYClk5jtmrTnnjnzm5Lg","KK - Lady'sfinger Theeyal Aravai",false,true,"Kara Kozhambu",10,443.214,44.3214,"KG",0.01,177.2856,0.0002,4,,"Hotbox: ID"
"a0UPCTzJ0QkfPz6VxSja","KK - Mealmaker Ketti Kuzhambu",false,false,"Kara Kozhambu",10,555.3051,55.5305,"KG",250,292.6525,4.502,5,,"Hotbox: ID"
"LNQ2VXINw6NNhcefdNVJ","KK - Milagu Kuzhambu",false,false,"Kara Kozhambu",13.2,1176.466,89.1262,"KG",600,445.631,6.732,5,,"Hotbox: ID"
"n0z2sZ9cVAUAn7Xxpoll","KK - Mocchai Kuzhambu",false,false,"Kara Kozhambu",10,405.6901,40.569,"KG",350,209.095,8.6273,5,,"Hotbox: ID"
"5JXwxXIImwX4qZTJ6tx7","KK - Nilakadalai Vathakuzhambu",false,false,"Kara Kozhambu",2.25,135.778,60.3458,"KG",0,301.729,0,5,,""
"Qqmvhds5ATiF1y2xDfJ1","KK - Omam Kuzhambu",false,false,"Kara Kozhambu",7.2,356.246,49.4786,"KG",350,247.393,7.0738,5,,"Non Insulated: Thooku"
"5lqUJt02L9CvK42jA7Wy","KK - Pakkoda Ketti Kuzhambu",false,false,"Kara Kozhambu",10,668.9891,66.8989,"KG",450,334.4945,6.7266,5,,"Hotbox: ID"
"EfANHfA2gNEcVUQG5MPJ","KK - Pakkoda Ketti Kuzhambu Aravai",false,true,"Kara Kozhambu",10,219.065,21.9065,"KG",0.01,109.5325,0.0005,5,,""
"hxcAE6Nl7JQldZ5qkZ0Q","KK - Paruppu Urundai",false,true,"Kara Kozhambu",120,193.018,1.6085,"NOS",0.01,8.0425,0.0062,5,,""
"tqmlGxChHHVCdQ9qMLu4","KK - Paruppu Urundai Kuzhambu",false,false,"Kara Kozhambu",11,633.8526,57.623,"KG",450,288.115,7.8094,5,,"Hotbox: HB"
"YpielRsxyLxGCzGyCTwV","KK - Paruppu Urundai Kuzhambu Aravai",false,true,"Kara Kozhambu",10,197.667,19.7667,"KG",0.01,79.0668,0.0005,4,,""
"TtilJl32ZhwYpL0JQsag","KK - Pasipayaru Kuzhambu",false,false,"Kara Kozhambu",7.5,263.3366,35.1115,"KG",300,175.5575,8.5442,5,,"Hotbox: ID"
"tEcsHpQz1tpS3ziA8ExS","KK - Pattani Kuzhambu",false,false,"Kara Kozhambu",10,477.7053,47.7705,"KG",350,238.8525,7.3267,5,,"Hotbox: ID"
"E0Uw1Whtr6Nlktgugt3Q","KK - Puli Kuzhambu",false,false,"Kara Kozhambu",10,462.7993,46.2799,"KG",350,231.3995,7.5627,5,,"Hotbox: ID"
"CHgRM3v1orgtu5aGcicO","KK - Saiva Mein Kuzhambu",false,false,"Kara Kozhambu",10,738.503,73.8503,"KG",500,369.2515,6.7705,5,,"Hotbox: ID"
"NfS4F8QAJWCGxiHdXyMI","KK - Sukku Milagu Kuzhambu Thaalippu",false,true,"Kara Kozhambu",10,59.41,5.942,"KG",0.01,23.768,0.0017,4,,""
"ifYTimzB9B3Ucs1U0xat","KK - Sukku, Milagu Kuzhambu",false,false,"Kara Kozhambu",8.8,558.9384,63.5157,"KG",450,321.556,7.0849,5,,"Hotbox: ID"
"GtzLrbi500YIktyw4oU4","KK - Sukku, Milagu Kuzhambu Aravai",false,true,"Kara Kozhambu",10,170,17,"KG",0.01,85,0.0006,5,,""
"PqQ80ZQUHeGDpQCo7T4f","KK - Thattapayaru Kuzambu",false,false,"Kara Kozhambu",8,283.0561,35.382,"KG",250,176.91,7.0657,5,,"Hotbox: ID"
"VX5obTjqTk5dQ7SupLtW","KK - Tomato Ketti Kuzhambu Aravai",false,true,"Kara Kozhambu",10,198.903,19.8903,"KG",0.01,99.8515,0.0005,5,,""
"b3dQGvsgMMdAfE2yenEz","KK - Vendhaya Kuzhambu",false,false,"Kara Kozhambu",10,396.8521,39.6852,"KG",300,198.426,7.5595,5,,"Hotbox: ID"
"q3gtMEHQIrX8lF6kHyhG","KK - Vendhaya Kuzhambu Aravai",false,true,"Kara Kozhambu",10,220.965,22.0965,"KG",0.01,110.4825,0.0005,5,,""
"HEpYeqMRURzi6RWC1jou","KK - Vendhaya Kuzhambu Podi",false,true,"Kara Kozhambu",10,9.185,0.9185,"KG",0.01,3.674,0.0109,4,,""
"KEz9WAOzvyn5rxDALZPI","KK - Vendi Vatha Kuzhambu",false,false,"Kara Kozhambu",9,480.134,53.3482,"KG",350,266.741,6.5607,5,,"Hotbox: ID"
"d7gfqmFlnp5WK5Ye62Tm","KK - Viral Mein Kuzhambu Aravai",false,true,"Kara Kozhambu",10,184.567,18.4567,"KG",0.01,93.0835,0.0005,5,,""
"1jjeMjrwtNUM4cNtWhsT","KK - Viralmein Kuzhambu Mein",false,true,"Kara Kozhambu",75,97.419,1.2989,"NOS",0.01,6.4945,0.0077,5,,""
"3VADr3m78Ba9ATh6myMn","KK- Ennai Brinjal Kuzhambu Aravai",false,true,"Kara Kozhambu",2,57.811,28.9055,"KG",0,146.1525,0,5,,""
"Atr45xjtDi3FMq1Y9NkQ","KK- Ennai Brinjal Kuzhambu thalippu",false,true,"Kara Kozhambu",6,44.18,7.3633,"KG",0,36.8165,0,5,,""
"Fb54SztQJyKNjO7bqD0D","KK- Ennai Katharikkai Kuzhambu",false,false,"Kara Kozhambu",6,400.832,66.8053,"KG",450,334.0265,6.736,5,,""
"hsy4pldmst1bdybpnH6w","KK- Thakkali Ketti Kuzhambu",false,false,"Kara Kozhambu",10,573.2311,57.3231,"KG",350,286.6155,6.1057,5,,"Hotbox: ID"
"5JRSDQVeLyf8C64DyAVN","KK- Vengayam,Poondu Kuzhambu",false,false,"Kara Kozhambu",10,709.1351,70.9135,"KG",500,354.5675,7.0508,5,,"Hotbox: ID"
"m9ag6rqMCqnRpd5G4xkP","KK-Company Paruppu Urundai Kuzhambu",false,false,"Kara Kozhambu",10,590.8186,59.0819,"KG",350,236.3276,5.924,4,,"Hotbox: HB"
"0BeKjsOVdOIf6fNVmPAe","KK-Karuveppilai Kuzhambu",false,false,"Kara Kozhambu",11.5,582.386,50.6423,"KG",350,253.2115,6.9112,5,,""
"4bVHiaO0GBmkWIJKnrc3","KK-Karuveppilai Kuzhambu Aravai",false,true,"Kara Kozhambu",10,291.086,29.1086,"KG",0,145.543,0,5,,""
"DdU2zfu0aYdoCbLyAA1H","KK-Kathari Ketti Kuzhambu",false,false,"Kara Kozhambu",11,524.2083,47.6553,"KG",350,238.2765,7.3444,5,,"Hotbox: ID"
"7txklOdTUOzIl27U8hxB","KK-Kathari,Mangai Puli Kuzhambu",false,false,"Kara Kozhambu",10,525.6461,52.5646,"KG",350,262.823,6.6585,5,,""
"o3mexR9vZM4YDPUjrSWU","KK-Kathari,Murungai Puli Kuzhambu",false,false,"Kara Kozhambu",10,452.1166,45.2117,"KG",350,226.0585,7.7414,5,,"Hotbox: ID"
"qPXmyMt7IU51GXrMxaML","KK-Kathari,Vazhaikkai Puli Kuzhambu",false,false,"Kara Kozhambu",10,470.4541,47.0454,"KG",350,235.852,7.4396,5,,"Hotbox: ID"
"OvTdlC3x5QqWGCWIVlgT","KK-Kathiri, Mochai Vatha Kuzhambu",false,false,"Kara Kozhambu",9,506.907,56.323,"KG",350,281.615,6.2142,5,,"Hotbox: ID"
"sPjGCqEVFK06k97KE1mQ","KK-Kothavarangaai Kuzhambu",false,false,"Kara Kozhambu",8,524.739,65.5924,"KG",450,327.962,6.8606,5,,"Hotbox: ID"
"6BpuORW13Ieo5x5N5op0","KK-Pagarkai Kuzhambu",false,false,"Kara Kozhambu",10,453.9731,45.3973,"KG",350,226.9865,7.7097,5,,"Hotbox: ID"
